,0,1,2,3,4,5,6,7,8
100,715.98,80,0,5,0,6,85.47,38,168.69
101,722.04,71,0.14,7,0.38,8,66.06,32,145.87
102,726.26,73,0,6,0,6,72.49,37,128
103,735.79,75,0,5,0,6,78.58,38,198.55
104,746.04,77,0,7,0,7,58.16,32,194.24
105,776.04,77,0,6,0,7,65.57,37,150.38
106,793.24,75,0,3,0,6,69.21,38,181.44
107,823.24,75,0,7,0,7,57.66,32,187.36
108,853.24,75,5.92,12,0,6,65.43,37,139.49
109,883.17,75,19.76,17,0,6,72.15,39,237.24
110,833.5,78,34.09,23,0.38,8,56.55,31,217.92
111,802.54,84,42.4,25,0,7,63.47,36,142.98
112,832.24,84,47.36,28,0,6,72.11,37,199.34
113,772.7,84,48.63,30,0,7,61.47,34,151.14
114,773.67,87,32.16,25,0,6,70.05,39,99.6
115,777.37,83,19.71,17,0,7,75.57,42,144.1
116,736.6,80,4.42,12,0.25,8,71.51,37,116.3
117,755.67,81,0,7,0,7,86.33,39,95.12
118,785.47,81,0,5,0,8,89.6,40,147.17
119,787.74,80,0,7,0,7,78.61,33,160.37
120,814.5,80,0,7,0,6,88.56,36,109.78
121,815.68,79,1.67,6,0,6,88.59,37,168.33
122,856.14,78,10.17,12,0.14,7,67.69,32,178.57
123,874.34,79,22.28,18,0,6,76,36,154.02
124,904.34,79,38,23,0,7,78.5,38,250.85
125,920.63,78,54,28,0.38,8,59.19,32,261.29
126,950.44,78,34.83,24,0,7,67.97,36,109.25
127,933.97,71,19.11,18,0,7,69.63,38,133.24
128,830.1,67,4.54,13,0.29,7,57.88,32,110.48
129,805.86,71,5.42,12,0,6,67.22,36,90.19
130,785.19,72,1.38,8,0,6,71.59,37,144.6
131,836.94,66,0.14,7,0,7,59.79,33,131.47
132,853.6,67,0,6,0,7,68.29,38,103.58
133,904.67,63,0,5,0,8,74.61,38,139.18
134,939.42,57,0.14,7,0,7,58.82,34,139.85
135,874.13,63,0,6,0,7,69.86,37,115.8
136,876.15,65,0,4,0,6,77.13,38,209.38
137,894.55,64,0,7,0,7,61.66,32,212.2
138,924.55,64,0,6,0,7,70.58,36,145.42
139,956.63,63,0,5,0,7,75.08,38,216.19
140,1016.27,59,0,7,0.38,8,58.87,31,187.65
141,1046.25,59,0,7,0,7,64.38,37,141.86
142,1129.33,55,0,4,0,7,72.13,38,210.73
143,1150.6,53,3.22,9,0.38,8,55.53,32,202.31
144,1180.02,53,0,6,0,7,65.89,36,152.37
145,1187.56,54,0,4,0,7,74.19,37,252.97
146,1225.35,52,0.29,7,0.14,7,60.53,32,241.78
147,1255.17,52,0,7,0,6,66.53,38,148.93
148,1285.17,52,0,4,0,6,73.45,40,225.3
149,1424.78,46,0,7,0,7,59.64,33,197.83
150,1454.35,46,0,6,0,7,69.59,37,173.02
151,1453.32,47,0,5,0,7,76.84,38,287.97
152,1247.19,48,0.14,7,0.14,7,61.59,32,259.1
153,1131.11,54,0,6,0,6,68.7,37,158.1
154,1045,60,0,4,0,6,76.45,38,251.03
155,901.12,58,0,7,0.14,7,58.88,32,215.98
156,842.44,64,0,6,0,6,68.33,36,146.16
157,785.32,69,0,5,0,7,71.24,37,205.59
158,759.91,74,0.25,8,0,7,58.94,33,191.33
159,789.38,74,0,7,0,7,67.71,38,137.72
160,793.39,72,0,5,0,6,74.4,40,220.88
161,797.27,71,0.14,7,0,7,60.6,35,213.33
162,827.27,71,0,6,0,7,73.13,38,148.89
163,857.27,71,0,4,0,7,77.54,39,206.98
164,874.37,70,0,7,0,7,67.14,35,212.83
165,838.55,75,0,7,0,7,80.84,37,139.8
166,772.49,79,0.43,7,0,8,85.54,39,177.88
167,733.8,82,4.18,11,0.38,8,65.19,32,183.15
168,734.27,85,17,17,0,7,75.14,35,145.46
169,730.07,89,19.67,18,0,8,78.38,37,129.46
170,683.51,87,1.55,11,0.29,7,60.03,32,99.1
171,702.22,88,0,6,0,6,68.35,37,62.25
172,722.37,87,0,3,0,7,73.87,39,100.59
173,665.09,85,0,6,0.38,8,57.97,33,101.96
174,677.31,87,0,6,0,6,69.56,36,77.74
175,694.31,81,0,4,0,6,74.95,38,131.61
176,614.84,73,0,7,0,7,60.06,31,112.62
177,599.58,78,0,7,0,6,67.03,36,90.57
178,601.8,74,0,4,0,6,70.68,37,129.41
179,580.43,63,0.14,7,0,7,54.56,32,107.82
180,556.78,68,0,6,0,7,64.69,36,92.55
181,538.59,74,0,5,0,7,71.11,38,157.56
182,516.87,77,0.25,8,0.29,7,59.8,30,151.73
183,546.35,77,0,6,0,6,64.94,36,112.15
184,578.61,75,0,5,0,6,71.55,38,159.9
185,565.99,68,0.29,7,0,7,54.72,32,146.13
186,544.28,74,0,6,0,6,64.31,36,115.86
187,557.05,73,0,3,0,7,71.24,38,166.4
188,548.34,74,0.29,7,0.38,8,55.84,32,189.17
189,570.88,75,0,6,0,7,65.64,36,125.1
190,587.81,74,0,4,0,7,72.66,38,202.13
191,615.96,74,0.25,8,0.25,8,58.34,32,207.23
192,644.22,74,0,7,0,6,67.56,36,142.15
193,674.22,74,0,4,0,6,73.37,38,214.21
194,691.54,69,0,7,0,7,57.38,32,185.35
195,719.38,69,0,6,0,6,66.42,36,156.07
196,749.88,64,0,5,0,7,72.39,38,177.57
197,813.51,59,0,7,0,7,56.12,32,169.32
198,842.81,59,9,13,0,6,63.92,37,106.18
199,829.42,59,19.93,15,0,8,70.46,37,131
200,702.71,58,14.8,15,0.14,7,55.29,31,126
201,661.44,64,1.6,10,0,6,62.47,36,80.02
202,590,67,0,6,0,6,68.64,36,87.83
203,516.27,66,0,7,0,7,52.84,32,93.85
204,499.72,72,0,7,0,7,60.46,37,67.6
205,525.28,68,0,5,0,7,65.74,38,108.76
206,556.52,67,0,6,0.25,8,54.34,32,111.21
207,582.64,67,0,7,0,7,63.16,37,90.25
208,577.31,71,0,5,0,7,72.13,38,118.31
209,602.77,70,0.38,8,0.29,7,61.12,33,131
210,632.37,70,10.38,13,0,6,71.38,37,118.57
211,653.37,71,25.39,18,0,6,75.74,38,182.98
212,676.24,70,40.74,23,0,7,62.62,32,193.8
213,706.24,70,54.93,29,0,6,71.67,36,144.12
214,712.24,68,67.83,29,0,6,76.55,38,219.76
215,686.57,70,61.5,30,0,7,59.56,32,189.14
216,659.38,76,37.32,25,0,6,67.41,37,134.1
217,655.01,80,19.35,20,0,7,75.29,38,166.26
218,693.27,79,4.07,14,0,7,60.36,33,169.96
219,723.01,79,0,9,0,6,70.11,37,118.45
220,737.21,78,0,4,0,7,76.21,39,145.6
221,767.21,78,3.22,9,0.12,8,60.09,33,164.38
222,797.21,78,13.8,15,0,6,69.38,37,157.62
223,811.61,77,28.6,20,0,6,77.08,38,228.31
224,841.61,77,39.92,24,0,7,60.06,32,236.04
225,870.95,77,54.23,30,0,6,67.95,37,177.31
226,894.24,76,73.38,34,0,6,74.21,39,285.67
227,923.97,76,76,36,0,7,58.39,33,274.78
228,953.97,76,56.26,31,0,7,67.49,37,172.73
229,980.58,74,39.62,24,0,7,75.21,38,276.37
230,994.51,72,16.37,19,0.25,8,59.47,32,230.26
231,1023.62,72,3.14,14,0,7,69.19,36,180.43
232,1001.18,74,1.5,10,0,7,75.37,38,208.13
233,1044.42,73,0.29,7,0.14,7,58.94,32,213.77
234,1074.42,73,9.46,13,0,6,67.97,36,164.23
235,1104.42,73,25.29,17,0,6,73.53,38,245.91
236,1126.78,72,39.17,23,0.14,7,59.36,33,253.09
237,1156.36,72,53.45,29,0,6,69.38,37,207.55
238,1154.24,71,72.33,33,0,7,75.51,39,291.81
239,1092.04,73,83.61,38,0,7,60.39,33,285.09
240,1036.57,79,66.61,33,0,7,71.25,36,177.94
241,1012.54,81,55.21,28,0,7,76.5,38,292.87
242,962.09,80,46.14,29,0.29,7,64.94,33,247.12
243,921.44,86,27.29,24,0,6,71.56,39,158.3
244,937.73,86,12.74,19,0,7,76.05,42,217.86
245,934.67,89,3.69,13,0,7,64,34,203.62
246,922.57,93,0.12,8,0,7,76.92,36,143.43
247,913.16,93,12,13,0,7,81.05,38,206.25
248,933.34,94,25.68,19,0.25,8,62.62,32,217.63
249,962.89,94,37.25,24,0,7,71.42,36,167.9
250,937.2,93,54.68,28,0,7,74.24,37,214.09
251,941.29,90,52.31,29,0.12,8,57.41,32,187.78
252,949.22,92,36.04,25,0,7,65.43,37,83.32
253,916.81,90,32.2,25,0,7,72.79,38,138.03
254,906.1,86,29.88,25,0,7,58.61,31,120.86
255,903.74,89,22,23,0,6,65.28,36,79.25
256,926.23,88,23.83,23,0,6,69.49,37,128.6
257,929.49,88,15.89,19,0,7,55.25,32,111.56
258,947.7,89,5.36,14,0,7,61.71,38,86.68
259,977.06,89,4.64,11,0,6,71.5,38,123.64
260,958.91,91,18.88,17,0,7,57.09,32,137.93
261,988.73,91,33.91,22,0,6,66.69,36,119.91
262,1018.73,91,52.58,26,0,7,71.16,37,195.46
263,1048.73,91,66.62,32,0.12,8,56.88,32,205.11
264,1078.73,91,57.1,30,0,7,64.14,37,134.92
265,1100.42,90,40.89,27,0,7,72.13,38,209.74
266,1087.45,86,17.45,22,0.29,7,56.28,32,151.46
267,1090.82,88,6.5,16,0,6,62.26,38,120.97
268,1113.41,85,5,11,0,7,68.97,40,174.44
269,1128.51,83,0.29,7,0,7,58.41,32,155.69
270,1157.19,83,0,6,0,7,66.27,37,136.15
271,1173.33,84,0,5,0,7,72.23,39,216.41
272,1203.33,84,0,7,0.14,7,58.28,32,209.75
273,1231.98,84,0,7,0,7,64.29,38,178.79
274,1261.98,84,0,6,0,6,72.3,37,258.53
275,1290.3,84,0.29,7,0.12,8,57.41,32,256.12
276,1304.73,85,0,6,0,7,65.08,37,205.94
277,1334.73,85,0,4,0,7,73.37,38,263.46
278,1324.5,82,0,7,0.25,8,60.17,35,262.85
279,1354.11,82,0,6,0,6,71.44,39,199.24
280,1384.11,82,2.3,10,0,6,78.54,39,290.92
281,1414.11,82,3.9,10,0,7,65.06,34,272.1
282,1442.87,82,0.44,9,0,7,73.71,38,231.94
283,1472.87,82,4.22,9,0,8,80.59,39,268.96
284,1484.81,83,3.18,11,0.25,8,65.56,34,295.43
285,1513.16,83,9.93,15,0,6,77.08,37,212.39
286,1441.45,83,19,14,0,6,79.16,38,308.59
287,1455.33,82,3.45,11,0,7,61.82,33,244.06
288,1485.33,82,0,6,0,7,73.39,36,186.52
289,1518.24,79,0,5,0,7,79.7,37,288.3
290,1553.67,76,0,7,0.14,7,60.39,31,275.84
291,1583.67,76,0,7,0,6,67.33,36,181.98
292,1612.62,76,0,4,0,6,72.74,38,250.4
293,1675.62,64,0.29,7,0,7,55.34,32,205.47
294,1678.17,65,0,7,0,6,65.47,36,141.96
295,1699.13,62,0,5,0,8,71.34,38,202.43
296,1701.62,61,0,7,0.43,7,57.68,31,238.1
297,1731.62,61,5.92,12,0,6,63.57,37,167.08
298,1737.87,61,23.93,14,0,7,72.21,38,246.47
299,1728.49,59,15.71,14,0,7,56.81,32,216.33
300,1757.02,59,0.11,9,0,6,66.28,36,218.75
301,1690.93,56,0,6,0,7,70.33,39,198.97
302,1625.84,50,0,7,0.25,8,57.12,32,157.2
303,1476.45,56,0,6,0,6,66.08,36,111.9
304,1360.37,62,0,4,0,7,72.5,38,173.44
305,1279.68,65,0,5,0,7,56.38,32,190.11
306,1304.51,65,0,6,0,6,64.11,37,107.87
307,1293.05,65,0,3,0,6,70.19,37,146.8
308,1303.11,63,0,7,0,7,57.25,32,165.43
309,1332.98,63,0,6,0,6,65.89,37,121.61
310,1381.08,62,0.17,6,0,7,73.82,38,159.67
311,1294.09,64,4.9,10,0,7,59.22,32,161.57
312,1209.3,70,16.56,16,0,7,68.42,36,133.8
313,1151.51,74,20.22,18,0,6,72.62,37,162.03
314,1174.56,70,2,12,0,7,58,32,127.06
315,1154.44,73,0,7,0,7,65.92,37,99.28
316,1169.91,66,0,5,0,6,73.76,38,156.47
317,1199.91,66,0.14,7,0,7,60.1,31,175.46
318,1229.91,66,0,6,0,6,66.83,36,127.67
319,1264.31,65,0,5,0,6,72.68,38,150
320,1260.23,64,0,6,0.38,8,59.39,33,176.98
321,1289.94,64,0,6,0,6,69.32,37,124
322,1319.94,64,0,4,0,7,73.45,38,182.35
323,1349.94,64,5.2,10,0.38,8,62.67,33,208.93
324,1379.91,64,16.06,16,0,7,70.71,38,142.22
325,1404.44,63,25.89,19,0,7,75.21,39,200.63
326,1416.08,63,9.8,15,0,7,63.7,33,163.22
327,1422.98,64,6.93,14,0,7,75.17,36,106.75
328,1432.56,62,23.61,18,0,7,77.24,37,173.84
329,1462.32,62,30.86,21,0.25,8,66.73,33,161.28
330,1468.62,63,13.29,17,0,7,73.21,39,129.43
331,1460.27,62,19,19,0,8,79.41,41,228.08
332,1311.37,60,28.05,22,0.29,7,64.41,34,147.88
333,1217.3,66,38.3,27,0,6,75.08,37,189
334,1108.2,70,50.84,31,0,7,81.16,38,147.97
335,946.94,66,36.58,26,0,7,66.55,33,109.87
336,904.77,71,19.4,20,0,6,76.03,37,92.83
337,756.55,71,7.76,17,0,6,83.16,38,102.3
338,784.58,71,2.27,11,0,7,63.76,34,105.86
339,814.58,71,0,6,0,7,74.54,37,70.82
340,844.49,71,0,4,0,7,76.4,40,121.77
341,874.45,71,0,7,0,7,60.58,33,135.61
342,901.08,71,0,6,0,7,70.03,37,102.64
343,876.34,71,0,3,0,7,73.18,38,150.98
344,877.96,70,0.14,7,0,7,61.09,32,159.32
345,907.4,70,0,6,0,6,70.11,36,109.44
346,898.23,69,1.62,8,0,6,73.89,37,138.58
347,905.48,67,1.3,10,0.29,7,57,33,134.27
348,858.21,73,0,7,0,6,68.58,36,95.44
349,767.35,68,0,4,0,6,72.16,37,138.71
350,734.22,64,0.25,8,0,7,56.77,30,123.98
351,713.99,68,0,6,0,7,62,36,96.69
352,698.54,71,0,4,0,7,68,38,159.09
353,648.05,64,0,7,0.14,7,56.52,31,130.4
354,622.16,69,0,6,0,6,62.49,37,116.33
355,584.4,70,0,6,0,7,69.1,39,143.48
356,533.09,74,0,6,0.14,7,54.88,33,144.32
357,521.11,80,0,6,0,6,63.84,37,123.76
358,509,80,0,3,0,7,72.18,38,178.74
359,536.1,79,0.14,7,0.29,7,57.84,32,185.02
360,566.1,79,0,6,0,6,65.62,37,148.03
361,563.99,78,0,4,0,7,74.21,38,218.53
362,566.79,75,0,7,0,7,58.38,32,206.53
363,583.14,76,0.25,8,0,6,68.08,36,146.43
364,597.15,78,8,11,0,6,74.42,38,229.23
365,619.22,79,20.24,17,0,7,61.76,34,254.95
366,657.15,78,33.26,23,0,6,71.95,38,135.11
367,644.99,74,55.4,25,0,7,78.72,40,193.47
368,568.73,75,50.23,26,0.38,8,63.79,34,150.78
369,552.6,81,26.9,21,0,7,76.64,36,78.9
370,564.54,79,8.8,15,0,8,80.82,38,117.46
371,593.93,74,2.1,10,0.12,8,63,32,100.36
372,621.58,74,0,7,0,6,67.68,38,86.52
373,656.14,72,0,4,0,6,76.53,38,133.68
374,690.84,68,0,6,0,7,61.91,34,139.72
375,720.69,68,0,6,0,7,71.21,39,111.69
376,761.17,65,0,5,0,6,78.72,40,163.41
377,804.21,62,0.62,8,0,7,62.15,33,164.06
378,834.1,62,4.58,12,0,7,72.67,36,108.83
379,863.85,62,21.2,15,0,6,79.51,37,166.74
380,788.22,65,15.2,15,0,7,59.28,32,151.8
381,755.67,70,0.33,9,0,7,67.97,36,102.68
382,639.9,70,0,5,0,7,73.24,38,156.67
383,648.08,72,0.38,8,0.25,8,56.42,31,179.96
384,658.5,74,0,6,0,6,64,36,116.2
385,687.66,74,0,4,0,7,70.68,38,181
386,694.42,73,0.14,7,0.14,7,57.94,32,189.72
387,724.26,73,0,6,0,6,65.03,38,141.2
388,724.16,73,0,4,0,7,70.03,39,177.55
389,659.34,71,0,7,0.38,8,59.67,33,171.6
390,641.71,76,0,7,0,7,71.17,36,140.88
391,625.31,78,8.91,11,0,7,77.05,38,201.03
392,644.19,78,21.35,17,0.12,8,60.47,32,214.14
393,673.58,78,35.82,22,0,6,67.84,37,156.54
394,703.58,78,51.48,25,0,6,73.65,37,235.55
395,637.38,73,34.64,22,0,7,58.62,32,147.98
396,637.59,76,12.41,17,0,6,66.57,37,106.22
397,629.27,73,5.5,12,0,6,70.47,38,181.29
398,677.96,67,0,7,0.38,8,59.68,31,146.35
399,705.66,67,0,6,0,7,64.95,37,109.44
400,724.94,63,0,5,0,8,72.87,38,167.02
401,754.84,63,0,7,0.38,8,56.25,32,168.81
402,768.83,64,0,6,0,6,64.81,37,101.69
403,798.67,64,0,6,0,6,72.95,38,153.88
404,825.98,61,0.25,8,0.5,8,59.23,31,144.8
405,869.62,60,0,6,0,7,63.26,38,121.12
406,921.05,56,0,5,0,7,72.76,38,166.04
407,968.06,54,0,7,0.25,8,56.38,32,168.86
408,998.06,54,0,6,0,7,64.19,37,121.72
409,1028.06,54,5.56,9,0,6,70.74,39,187.42
410,1057.46,52,6.91,11,0,7,59.8,35,189.27
411,1067.06,53,5.08,12,0,6,73,38,151.76
412,1116.98,51,21,16,0,7,79.67,40,196.43
413,1051.58,53,23.5,18,0.38,8,67.66,35,175.67
414,969.37,59,3.92,12,0,7,81.32,37,120.77
415,913.05,62,0.88,8,0,7,85.74,39,163.94
416,872.46,67,0,6,0.29,7,70.73,33,172.08
417,825.26,73,0,7,0,6,80,37,117.62
418,779.01,80,0,5,0,6,83.87,39,172.04
419,744.67,79,0.12,8,0,7,65.03,32,172.27
420,773.97,79,0,6,0,6,71.11,37,120.01
421,793.9,80,0,3,0,6,76.87,38,197.22
422,823.9,80,0.29,7,0.25,8,58.72,32,215.71
423,853.9,80,2.44,9,0,6,67.94,36,149.71
424,883.9,80,17.33,12,0,6,71.3,37,246.82
425,852.26,76,29.89,18,0,7,56.56,32,243.7
426,881.64,76,10.73,15,0,6,66.72,36,137.63
427,854.86,74,3.82,11,0,7,72.68,38,209.07
428,862.71,73,0.25,8,0,7,57,32,180.83
429,891.14,73,0,7,0,7,66.81,36,145.6
430,896.88,75,0,4,0,7,72.87,38,217.16
431,926.8,75,0,7,0.14,7,56.84,32,230.89
432,956.8,75,0,6,0,6,67.14,36,153
433,974.88,74,0,5,0,6,73.13,38,218.3
434,1004.88,74,0,6,0.25,8,57.75,32,216.5
435,1034.88,74,0,7,0,7,66.39,36,143.28
436,1022.49,73,0,3,0,8,70.24,37,207.91
437,1069.42,71,0.14,7,0.38,8,56.09,32,206.61
438,1095.96,71,0,7,0,7,64.46,37,145.28
439,1076.69,72,5,8,0,6,72.5,38,230.65
440,1121.17,71,17.29,14,0,7,57.78,32,237.89
441,1119.67,73,29.9,20,0,7,65.78,37,138.91
442,1098.44,75,47.75,24,0,7,72.1,39,211.17
443,979.91,77,52.86,28,0.38,8,58.91,32,182.23
444,935.2,83,45.36,25,0,6,68.75,36,68.47
445,883.95,85,27.83,23,0,6,72.27,37,81.56
446,763.94,80,12.05,20,0,7,59.7,33,65.24
447,743.29,85,6.27,15,0,6,68.05,38,51.1
448,697.44,79,2.55,11,0,7,74.74,38,78.77
449,652.82,79,0.29,7,0,7,59.79,34,79.44
450,663.57,81,0,6,0,7,70.62,37,75.18
451,662.45,76,0,4,0,7,73.75,40,110.44
452,694.82,72,0,7,0.38,8,60.88,32,119.44
453,710.6,73,0,6,0,7,68.16,37,85.84
454,676.95,75,0.5,6,0,6,72.05,38,121.61
455,706.12,75,3.78,9,0.14,7,57.36,33,145.61
456,726.43,76,0,6,0,6,66.32,37,101.16
457,766.12,75,4.9,10,0,6,72.21,39,144.47
458,693.29,76,1.44,9,0,7,56.36,33,120.62
459,667.98,82,0,6,0,6,64.29,38,98.05
460,641.93,86,0,5,0,7,70.5,38,157.73
461,655.98,88,0,7,0,7,57.97,33,161.83
462,656.1,92,0,6,0,7,66.92,37,107.65
463,671.33,89,0,4,0,6,73.03,39,172.88
464,708.26,81,0.29,7,0,7,58.56,32,148.38
465,717.23,83,7.17,12,0,6,66.08,37,102.02
466,728.82,82,19.19,16,0,6,74.16,38,149.6
467,621.54,80,5.58,12,0,7,57.78,32,120.92
468,618.93,84,0,7,0,7,65.41,37,81.22
469,644.3,81,0,4,0,6,71.87,39,132.88
470,679.05,77,0,7,0,7,58.22,32,126.79
471,690.24,79,0,6,0,6,65.62,37,104.21
472,673.53,81,0,4,0,6,70.08,38,154.98
473,670.3,79,0.14,7,0,7,58.59,32,157.83
474,681.46,81,0,6,0,6,66.35,37,126.74
475,681.2,80,0,4,0,7,74.39,38,180.04
476,708.8,80,0.14,7,0,7,58.56,32,182.5
477,738.39,80,9,13,0,6,68.44,36,166.37
478,768.39,80,23.67,18,0,6,74.21,38,212.65
479,777.78,79,38.38,24,0,7,57.81,32,243.09
480,797.69,80,50.1,29,0,6,68,36,160.07
481,823.46,78,73.29,31,0,8,73.66,38,218.38
482,780.28,76,62.97,29,0,7,56.91,32,153
483,756.52,81,37.62,24,0,7,66.53,36,99.14
484,744,76,20.33,18,0,7,72.34,38,138.87
485,779.33,72,4.46,13,0.38,8,55.84,32,115.63
486,776.08,75,0,8,0,6,64.22,37,86.6
487,768.13,75,0.2,5,0,6,69.03,38,113.38
488,808.28,74,7.64,11,0,7,56.73,33,129.96
489,838.28,74,19.06,17,0,7,66.54,37,124.55
490,862.84,73,36.14,21,0,6,72.73,37,193.94
491,892.68,73,50.11,27,0.14,7,59.16,32,203.25
492,922.68,73,64.64,33,0,6,66.68,37,160.55
493,952.68,73,79.24,37,0,7,74.74,38,243.89
494,842.47,72,71.88,34,0,7,59.97,33,167.66
495,828.61,75,54.06,31,0,7,68.05,38,133.18
496,793.55,76,55.38,34,0,7,73.79,38,210.59
497,763.32,82,50.94,33,0.25,8,60.7,33,186.06
498,774.35,84,32.43,28,0,7,69.86,37,135.31
499,813.67,83,21.08,24,0,6,75.56,39,192.37
500,843.67,83,7,18,0.12,8,63.09,33,167.07
501,873.67,83,2.08,13,0,6,72.57,37,120.84
502,903.67,83,12.71,14,0,6,78.13,39,164.82
503,869.38,86,18.12,17,0,7,62.88,34,172.59
504,869.25,89,33.04,23,0,7,72.82,38,149.93
505,899.25,89,50.39,28,0,6,79.82,39,234.81
506,918.76,90,59.66,32,0.14,7,63.55,33,233
507,947.38,90,43,27,0,6,74.81,36,163.4
508,966.9,91,28.29,21,0,6,79.53,38,246.05
509,996.9,91,7.4,15,0.14,7,61.5,32,211.65
